tweet_id,author_id,text,like_count,company_name,quote_count,reply_count,retweet_count,created_at
1443971728900644866,1115694404008796160,What a huge victory to have faced Amazon and come out the other side with their humanity and integrity intact. Amazon will be required to post notices nationwide informing workers of their right to organize without retaliation. More details in our press release here https://t.co/3MxK2n9O89,38,Amazon,0,1,14,2021-10-01T16:11:02.000Z
1443601198364299269,1115694404008796160,"Great news! The inspirational @emahlee @marencosta reached settlement with Amazon for the company’s illegal retaliation. See their statement below.
Victory! Amazon will provide them backpay and notify all employees about their right to organize without retaliation. https://t.co/T5DDVZm0M8",33,Amazon,1,0,11,2021-09-30T15:38:41.000Z
1441526496607158276,1115694404008796160,"Amazon continues to partner with oil and gas companies using @awscloud AI help Big Oil accelerate oil and gas discovery and extraction.
 
https://t.co/D5YKfDnOR2
 
/end",8,Amazon,0,0,0,2021-09-24T22:14:33.000Z
1441526494912647170,1115694404008796160,"By Amazon's own admission, and despite the Climate Pledge, its emissions rose 19% in 2020, “the use of fossil fuels increased by 69%.”
 
13/
https://t.co/r5LEmKvrz3",11,Amazon,0,2,3,2021-09-24T22:14:33.000Z
1441526492861632525,1115694404008796160,"https://t.co/L87gpclEyL
12/",3,Amazon,0,1,0,2021-09-24T22:14:32.000Z
1441526491200643075,1115694404008796160,"https://t.co/rSEB4B1rdY
11/",2,Amazon,0,1,0,2021-09-24T22:14:32.000Z
1441526488486928385,1115694404008796160,"As we said back in January when Amazon first attempted to silence us about Amazon's role in the climate crisis: We will not be silenced.
 
10/
https://t.co/qfay5cvOcM",2,Amazon,0,1,0,2021-09-24T22:14:31.000Z
1441526486888943617,1115694404008796160,"After the firings, hundreds of tech workers have spoken out repeatedly about how Amazon’s warehouse pollution is disproportionately concentrated in communities of color, resulting in elevated rates of respiratory &amp; cardiovascular disease.
https://t.co/tAcaFhRyBB

9/",2,Amazon,0,1,0,2021-09-24T22:14:31.000Z
1441526484800192514,1115694404008796160,"Amazon tech workers are vowing to continue working internally to push the company to do more to address its carbon emissions, and its unequal impact on communities of color.
 
https://t.co/xkqA3rrPuL

8/",3,Amazon,0,1,0,2021-09-24T22:14:30.000Z
1441526483382456320,1115694404008796160,"“When Amazon sees women lead, they are silenced. Amazon's emissions have only increased since the climate pledge, and these two helped sound the alarm on this crisis."" - Amazon Software Development Engineer
 
7/",3,Amazon,0,1,0,2021-09-24T22:14:30.000Z
1441526479754457092,1115694404008796160,"""I support Maren and Emily because tech companies cannot be allowed to continue silencing women who are simply trying to do the right thing and hold their employers accountable."" - Amazon Software Development Engineer

6/ https://t.co/W2BzRuokHO",2,Amazon,0,1,0,2021-09-24T22:14:29.000Z
1441526474754854918,1115694404008796160,"Though @marencosta and @emahlee were fired in April 2020, tech workers throughout the company are still angry about the illegal retaliation and many sent in statements showing their support.
 
https://t.co/rsbK1jPRox

5/",3,Amazon,0,1,1,2021-09-24T22:14:28.000Z
1441526472942833668,1115694404008796160,"They also raised the alarm around COVID safety conditions for Amazon warehouse workers early in the pandemic &amp; spoke against the anti-Black racism and smearing of a Black Amazon worker in a warehouse in NY by David Zapolsky, Amazon’s General Counsel.

https://t.co/ZeqpECu5NW

4/",2,Amazon,0,1,0,2021-09-24T22:14:28.000Z
1441526470178836483,1115694404008796160,"The fired workers, @marencosta &amp; @emahlee helped organize 3,000+ to join the Global Climate Strike. It was the first walkout of Amazon tech workers in its history. In reaction, Jeff Bezos announced the Climate Pledge the day before the walkout.
 https://t.co/E2EXSk79mv

3/",3,Amazon,0,1,1,2021-09-24T22:14:27.000Z
1441526468559785984,1115694404008796160,"This trial is the first time the National Labor Relations Board is charging Amazon for illegally retaliating against organizing in the corporate workplace AFAWK.
 
You can watch the trial with this zoom link.
https://t.co/eroF48P6Er
 
Instructions here:
https://t.co/Kxa5Kwsg1e
2/",2,Amazon,0,1,0,2021-09-24T22:14:27.000Z
1441526466575884292,1115694404008796160,"TUESDAY, Sept 28:  Historic US Labor Board hearing charging Amazon for illegal retaliation against women tech worker leaders of @AMZNforClimate 

Zoom info for watching the trial in this thread.
 
Our press release: 1/ https://t.co/VbLtWG0RM4",17,Amazon,0,2,7,2021-09-24T22:14:26.000Z
1420566361198239747,1115694404008796160,"We need zero emissions by 2030, not net zero &amp; PR while Amazon’s own data shows the truth - Amazon is putting all of us in danger. 15% increase in emissions in 2019. 19% increase in 2020. This needs to stop.",14,Amazon,0,1,4,2021-07-29T02:06:28.000Z
1420566359860301824,1115694404008796160,"Goals toward net zero instead of true zero emissions allow Amazon to keep poisoning the lungs of communities of color. Amazon thinks loudly announcing new solar farms w/o having a plan to directly solve this harm, is enough of a solution. It’s not.
https://t.co/jgnmcJSgDi",6,Amazon,0,1,1,2021-07-29T02:06:27.000Z
1420566358601895938,1115694404008796160,"Goals toward net zero emissions instead of true zero emissions allow Amazon to say they will “eventually” drop their emissions, when the science &amp; our lived reality is clear that we don’t have time to wait. 
https://t.co/20MPnXZdAk",6,Amazon,0,1,1,2021-07-29T02:06:27.000Z
1420566357192626176,1115694404008796160,"Since the @climatepledge was founded, Amazon’s emissions have only gone up, increasing another 19% in 2020. Amazon’s pride that this is in line with its targets just makes it more clear- Amazon’s climate goals are not. good. enough.
https://t.co/AOlawGjjUU",29,Amazon,0,1,13,2021-07-29T02:06:27.000Z
1417677343125123080,1115694404008796160,RT @NathanJRobinson: Amazon funded a climate denial think tank and refused its employees’ call to come up with a climate plan https://t.co/…,0,Amazon,0,0,701,2021-07-21T02:46:32.000Z
1409727833476276225,1115694404008796160,"@amazon must commit to zero emissions by 2030, stop working with oil &amp; gas companies to extract more oil, &amp; deploy zero emission tech in places most impacted first. Climate disasters like this extreme heat will continue unless corporations do their part
https://t.co/YYQJqxCnSI",24,Amazon,0,1,6,2021-06-29T04:18:01.000Z
1409727831483981829,1115694404008796160,"Our first shareholder resolution 2.5 y ago called out Amazon for not doing enough to protect its workers in extreme climate events like the one we’re facing right now in the PNW. We saw the problems &amp; we continue to call out gaps in Amazon's climate plans.
https://t.co/4UePEk2CyI https://t.co/7HuofZoXPk",16,Amazon,0,1,4,2021-06-29T04:18:01.000Z
1409727826597605376,1115694404008796160,"Next time you see Amazon's ads about the Climate Pledge, remember that workers are still working in warehouses w/o air conditioning during historic heat waves. Remember that the Climate Pledge still falls far short of what we are demanding 👀👇.
https://t.co/I9QH4K4fGZ",116,Amazon,4,1,61,2021-06-29T04:17:59.000Z
1404917159864586241,1115694404008796160,"As AZ &amp; NV face hottest temps ever, we want to know: are warehouse workers required to work in these extreme conditions? If not, are they paid for their job site shutdown due to extreme weather? This is a key question from our 2019 shareholder resolution.

https://t.co/NizzaRrBNE",14,Amazon,0,0,7,2021-06-15T21:42:07.000Z
1399883972729917441,1115694404008796160,"Thank you @Nikkita4Nine for recognizing that some communities don’t even want @amazon in their backyards! No surprise since Amazon’s pollution results in elevated rates of respiratory and cardiovascular illness for those living near its warehouses.

https://t.co/GAxN8PfA6N",12,Amazon,0,0,4,2021-06-02T00:22:02.000Z
1399883970255351809,1115694404008796160,"Thank you @SenSandana for listening to @amazon workers &amp; those living next to Amazon warehouses about how Amazon denies the problem of its pollution causing respiratory illness for those who live near its warehouses

https://t.co/Ru18kjDO8A",4,Amazon,0,1,2,2021-06-02T00:22:01.000Z
1399883968409849859,1115694404008796160,"Thank you @CMTammyMorales for your clear-eyed assessment of what @amazon  brings to communities beyond its claims of jobs.

https://t.co/potGdfs26y",2,Amazon,0,1,1,2021-06-02T00:22:01.000Z
1399883966744698880,1115694404008796160,"As Amazon workers, we see elected representatives, community organizers, &amp; political candidates are paying attention to how Amazon sacrifices community health &amp; clean air for jobs. @amazon, what's your plan?

https://t.co/tAcaFhRyBB",14,Amazon,1,1,4,2021-06-02T00:22:00.000Z
1398306802526146561,1115694404008796160,"Story time! Take a listen for some behind the scenes info about what we do and how you can do it too, wherever you are. &amp; get get in touch with us!

Thank you @KendraWrites @ayanaeliza @abexlumberg for the opportunity to share our story &amp; hopefully spur even more climate action. https://t.co/AIiLKMlIRp",11,Amazon,0,0,4,2021-05-28T15:54:55.000Z
1397970792302800898,1115694404008796160,"If you work at Amazon, DM us to learn more about what we're doing behind the scenes!",1,Amazon,0,0,0,2021-05-27T17:39:44.000Z
1397577121623592964,1115694404008796160,Thank you for your support Councilmember Morales! We agree that Amazon's playbook of forcing communities to sacrifice their health for jobs is unacceptable &amp; needs to change https://t.co/potGdfarf0,10,Amazon,0,0,1,2021-05-26T15:35:26.000Z
1397309260116148230,1115694404008796160,"RT @cleanh2oaction: We can have a healthy Economy and a healthy Environment.

But for too long corporate polluters like @amazon have focuse…",0,Amazon,0,0,3,2021-05-25T21:51:03.000Z
1397296470299119617,1115694404008796160,"❤️ to our panelists!
Kim Gaddy, Newark @cleanh2oaction
Paola Dela Cruz-Perez, LA/Long Beach @EYCEJ
Jose Acosta, Chicago @LVEJO
Andres Garcia, Inland Empire @PC4EJ
Roberto Clack, Chicago @WarehouseWorker
Yesenia Barrera, Inland Empire @wwunited
&amp; our own Eliza Pan, Seattle",7,Amazon,0,0,0,2021-05-25T21:00:13.000Z
1397284201351745537,1115694404008796160,RT @cleanh2oaction: Are you an @amazon employee who wants to get involved in the fight for #ZeroEmissions and #EnvironmentalJustice? Sign u…,0,Amazon,0,0,2,2021-05-25T20:11:28.000Z
1397284096016015360,1115694404008796160,"Here are our final thoughts!
1. @amazon is making communities of color sick NOW.
2. They are DENYING there is a problem, and have no plan to address this racial equity gap.
3. Let's keep working until we create the change we need. No one should sacrifice clean air for their jobs.",8,Amazon,1,1,0,2021-05-25T20:11:03.000Z
1397282447893610496,1115694404008796160,"""Ask some deeper questions, where is the racial equity lens?"" she continued. Yes! Net zero is not zero. The term “net zero” is used by polluters like @amazon to “evade responsibility and disguise their harmful action on climate change”
https://t.co/s04931HYWC",13,Amazon,0,1,2,2021-05-25T20:04:30.000Z
1397281277284339714,1115694404008796160,"""We won't make large scale change happen on the timeline necessary unless we organize!"" - We agree with Eliza from our team! If you're an Amazon worker, get connected to us here: https://t.co/W5RxlS9cPe",5,Amazon,0,1,0,2021-05-25T19:59:51.000Z
1397280231203950599,1115694404008796160,"Andres Garcia (@PC4EJ) discusses the ""sudo zero-emissions fleet"" built on the backs of communities in Southern CA. ""Tiny solar panels on a massive million-square foot warehouse is not going to cut it, it does not mitigate the harm of diesel trucks""",8,Amazon,0,1,4,2021-05-25T19:55:41.000Z
1397278640027672577,1115694404008796160,RT @SenSaldana: Hearing directly from frontline communities asking for Amazon to show up for climate justice for warehouse workers and surr…,0,Amazon,0,0,2,2021-05-25T19:49:22.000Z
1397278186367590403,1115694404008796160,"RT @350_Seattle: ""When [@Amazon] came to the San Bernardino airport, they had the local development agency under a gag order...when it was…",0,Amazon,0,0,4,2021-05-25T19:47:34.000Z
1397276241883975686,1115694404008796160,RT @nantarsya: Rad organizers from @AMZNforClimate @PC4EJ @LVEJO @WarehouseWorker @EYCEJ @cleanh2oaction discussing pollution and resistanc…,0,Amazon,0,0,7,2021-05-25T19:39:50.000Z
1397275146952511491,1115694404008796160,"""Who's paying for all this? Who's paying for our roads? Who's paying for our medical bills? Who's lives are on the line?""
- Paola Dela Cruz-Perez, @EYCEJ",5,Amazon,0,1,0,2021-05-25T19:35:29.000Z
1397273349802414082,1115694404008796160,RT @cleanh2oaction: Toxic air pollution is harming the health of our communities - overwhelmingly disproportionately communities of color.…,0,Amazon,0,0,1,2021-05-25T19:28:21.000Z
1397271814208991240,1115694404008796160,"RT @350_Seattle: ""We need workers to stand up for our climate. The same people who oppress workers pollute our climate and our communities.…",0,Amazon,0,0,3,2021-05-25T19:22:15.000Z
1397271573153865731,1115694404008796160,RT @emahlee: Holy shit I am totally blown away by this panel. So grateful to the panelists for speaking out about their experiences (person…,0,Amazon,0,0,3,2021-05-25T19:21:17.000Z
1397270778681364487,1115694404008796160,"RT @cleanh2oaction: Happening now!

Join @PC4EJ, @AMZNforClimate, @EYCEJ, @LVEJO, @wwunited @WarehouseWorker, &amp; @cleanh2oaction for a discu…",0,Amazon,0,0,8,2021-05-25T19:18:08.000Z
1397269638183063558,1115694404008796160,"""We all deserve to breathe clean air. That is our birthright.""
- Kim Gaddy (@cleanh2oaction)",9,Amazon,1,1,1,2021-05-25T19:13:36.000Z
1397266819300331523,1115694404008796160,Tune in NOW to https://t.co/LpNhWf4wc5 for a conversation with EJ and warehouse worker groups on #AMZNracism and how @amazon can address its disproportionate pollution in communities of color. We need to talk about Amazon’s complicity in environmental racism.,21,Amazon,2,1,7,2021-05-25T19:02:24.000Z
1397261037687148546,1115694404008796160,"In HALF AN HOUR: 12pm PT/3pm ET 

Join us and @cleanh2oaction @EYCEJ @LVEJO @PC4EJ @WarehouseWorker @wwunited  to learn more from frontline communities about Amazon’s environmental racism, and what Amazon workers can do about it. 

We’ll go live here! https://t.co/LpNhWf4wc5 https://t.co/jgnmcJSgDi",14,Amazon,0,0,8,2021-05-25T18:39:25.000Z
1397235292575252480,1115694404008796160,We won't let @amazon greenwash its way out of taking responsibility for how it disproportionately pollutes communities of color. Join us at 12pm PT/3pm ET to learn more: https://t.co/OfAFAtpZ2a https://t.co/9XGQnabcq2,10,Amazon,0,0,2,2021-05-25T16:57:07.000Z
1397228121145884678,1115694404008796160,"Then at 12pm PST / 3pm EST today, join us to keep up the conversation (and bring a friend!) https://t.co/LpNhWf4wc5",2,Amazon,0,0,1,2021-05-25T16:28:37.000Z
1397228119883386884,1115694404008796160,"If you’re an Amazon worker, join our call for zero emissions by 2030! We have power when we work together, and your action will help us win big change at Amazon again. What are you waiting for? https://t.co/2Oy3ZtK94q",6,Amazon,0,1,2,2021-05-25T16:28:37.000Z
